Reverse,3000,selection_sort_optimize1,4252500
Reverse,3000,insertion_sort,9724100
Reverse,3000,binary_insertion_sort,7063400
Reverse,3000,bubble_sort,19324400
Reverse,3000,bubble_sort_optimize1,20036500
Reverse,3000,shaker_sort,19743800
Reverse,3000,shaker_sort_optimize1,20899700
Reverse,3000,shell_sort,118800
Reverse,3000,heap_sort,268600
Reverse,3000,merge_sort,668300
Reverse,3000,quick_sort,254500
Reverse,3000,couting_sort,14600
Reverse,3000,radix_sort,87300
Reverse,3000,flash_sort,132300
Reverse,10000,selection_sort,94994700
Reverse,10000,selection_sort_optimize1,47569400
Reverse,10000,insertion_sort,109985800
Reverse,10000,binary_insertion_sort,75756700
Reverse,10000,bubble_sort,216228700
Reverse,10000,bubble_sort_optimize1,223428100
Reverse,10000,shaker_sort,219491000
Reverse,10000,shaker_sort_optimize1,235007200
Reverse,10000,shell_sort,457400
Reverse,10000,heap_sort,995600
Reverse,10000,merge_sort,2035100
Reverse,10000,quick_sort,822900
Reverse,10000,couting_sort,47500
Reverse,10000,radix_sort,340100
Reverse,10000,flash_sort,443200
Reverse,30000,selection_sort,850153100
Reverse,30000,selection_sort_optimize1,439479600
Reverse,30000,insertion_sort,987979900
Reverse,30000,binary_insertion_sort,685125100
Reverse,30000,bubble_sort,1971286600
Reverse,30000,bubble_sort_optimize1,2043348700
Reverse,30000,shaker_sort,1985318500
Reverse,30000,shaker_sort_optimize1,2057075100
Reverse,30000,shell_sort,1861100
Reverse,30000,heap_sort,3201300
Reverse,30000,merge_sort,6013300
Reverse,30000,quick_sort,2459200
Reverse,30000,couting_sort,140800
Reverse,30000,radix_sort,1020000
Reverse,30000,flash_sort,1325600
Reverse,100000,selection_sort,9449825800
Reverse,100000,selection_sort_optimize1,4814685700
Reverse,100000,insertion_sort,11069971400
Reverse,100000,binary_insertion_sort,7580761900
Reverse,100000,bubble_sort,22046014600
Reverse,100000,bubble_sort_optimize1,22671478300
Reverse,100000,shaker_sort,22099039400
Reverse,100000,shaker_sort_optimize1,22803776000
Reverse,100000,shell_sort,11115900
Reverse,100000,heap_sort,11667500
Reverse,100000,merge_sort,20175500
Reverse,100000,quick_sort,8833000
Reverse,100000,couting_sort,578800
Reverse,100000,radix_sort,3612900
Reverse,100000,flash_sort,4422700
Reverse,300000,selection_sort,85038983600
Reverse,300000,selection_sort_optimize1,43318294700
Reverse,300000,insertion_sort,99803304600
Reverse,300000,binary_insertion_sort,68446748000
Reverse,300000,bubble_sort,198140073300
Reverse,300000,bubble_sort_optimize1,204460796200
Reverse,300000,shaker_sort,199228314000
Reverse,300000,shaker_sort_optimize1,205858910100
Reverse,300000,shell_sort,102957700
Reverse,300000,heap_sort,37667600
Reverse,300000,merge_sort,61525200
Reverse,300000,quick_sort,27083400
Reverse,300000,couting_sort,1773600
Reverse,300000,radix_sort,11452500
Reverse,300000,flash_sort,13609000
Nearly sorted,3000,selection_sort,8765100
Nearly sorted,3000,selection_sort_optimize1,5059400
Nearly sorted,3000,insertion_sort,42100
Nearly sorted,3000,binary_insertion_sort,373700
Nearly sorted,3000,bubble_sort,9418300
Nearly sorted,3000,bubble_sort_optimize1,8065300
Nearly sorted,3000,shaker_sort,9423800
Nearly sorted,3000,shaker_sort_optimize1,104200
Nearly sorted,3000,shell_sort,146400
Nearly sorted,3000,heap_sort,276100
Nearly sorted,3000,merge_sort,623600
Nearly sorted,3000,quick_sort,232000
Nearly sorted,3000,couting_sort,14400
Nearly sorted,3000,radix_sort,88700
Nearly sorted,3000,flash_sort,171100
Nearly sorted,10000,selection_sort,92020500
Nearly sorted,10000,selection_sort_optimize1,55187600
Nearly sorted,10000,insertion_sort,150000
Nearly sorted,10000,binary_insertion_sort,1381800
Nearly sorted,10000,bubble_sort,104073600
Nearly sorted,10000,bubble_sort_optimize1,83989600
Nearly sorted,10000,shaker_sort,107554500
Nearly sorted,10000,shaker_sort_optimize1,401500
Nearly sorted,10000,shell_sort,476400
Nearly sorted,10000,heap_sort,1010300
Nearly sorted,10000,merge_sort,1812500
Nearly sorted,10000,quick_sort,804600
Nearly sorted,10000,couting_sort,46200
Nearly sorted,10000,radix_sort,332100
Nearly sorted,10000,flash_sort,520200
Nearly sorted,30000,selection_sort,827062700
Nearly sorted,30000,selection_sort_optimize1,507175200
Nearly sorted,30000,insertion_sort,499100
Nearly sorted,30000,binary_insertion_sort,4555600
Nearly sorted,30000,bubble_sort,945514200
Nearly sorted,30000,bubble_sort_optimize1,914455600
Nearly sorted,30000,shaker_sort,949244700
Nearly sorted,30000,shaker_sort_optimize1,1302300
Nearly sorted,30000,shell_sort,1545800
Nearly sorted,30000,heap_sort,3228600
Nearly sorted,30000,merge_sort,5385800
Nearly sorted,30000,quick_sort,2442700
Nearly sorted,30000,couting_sort,142400
Nearly sorted,30000,radix_sort,995400
